published_at,comment_text,label,cleaned_text,normalized_comment,cleaned_text2,no_stopwords,stemmed_text,no_stopwords2,tokenize_text
2025-05-05 11:38:08,"Tolong donk kasih tau caranya guys,apa ada no kontak terkait untuk daftar di barak militer",1,tolong donk kasih tau caranya guysapa ada no kontak terkait untuk daftar di barak militer,tolong dong kasih tahu caranya guysapa ada nomor kontak terkait untuk daftar di barak militer,tolong dong kasih tahu caranya guysapa ada nomor kontak terkait untuk daftar di barak militer,kasih guysapa nomor kontak terkait daftar,kasih guysapa nomor kontak kait daftar,kasih guysapa nomor kontak kait daftar,"['kasih', 'guysapa', 'nomor', 'kontak', 'kait', 'daftar']"
2025-05-05 10:18:36,"manusia kardus cuma banyak omon&quot; tidak pernah turun kelapngan dan memeberi solusi, kebijakan dedi mulyadi dan Bupati purwakarta kerja dan upaya nyata untuk Generasi bangsa.",1,manusia kardus cuma banyak omonquot tidak pernah turun kelapngan dan memeberi solusi kebijakan dedi mulyadi dan bupati purwakarta kerja dan upaya nyata untuk generasi bangsa,manusia kardus cuma banyak bicara tidak pernah turun kelapangan dan memeberi solusi kebijakan dedi mulyadi dan bupati purwakarta kerja dan upaya nyata untuk generasi bangsa,manusia kardus cuma banyak bicara tidak pernah turun kelapangan dan memeberi solusi kebijakan dedi mulyadi dan bupati purwakarta kerja dan upaya nyata untuk generasi bangsa,manusia kardus bicara kelapangan memeberi solusi kebijakan purwakarta upaya nyata generasi,manusia kardus bicara lapang memeberi solusi bijak purwakarta upaya nyata generasi,kardus lapang memeberi bijak purwakarta upaya,"['kardus', 'lapang', 'memeberi', 'bijak', 'purwakarta', 'upaya']"
2025-05-05 10:07:45,Pembinaan ini mirip di negara As yang pemerintahnya mewajibkan bagi anak-anak yang nakal harus di bina di camp Militer.,2,pembinaan ini mirip di negara as yang pemerintahnya mewajibkan bagi anakanak yang nakal harus di bina di camp militer,pembinaan ini mirip di negara amerika serikat yang pemerintahnya mewajibkan bagi anak anak yang nakal harus di bina di tempat militer,pembinaan ini mirip di negara amerika serikat yang pemerintahnya mewajibkan bagi anak anak yang nakal harus di bina di tempat militer,pembinaan amerika serikat pemerintahnya mewajibkan bina,bina amerika serikat perintah wajib bina,amerika serikat perintah,"['amerika', 'serikat', 'perintah']"
2025-05-05 10:06:21,harusnya 3 bulan aja ..6 bln kelamaan,3,harusnya bulan aja bln kelamaan,harusnya bulan saja bulan kelamaan,harusnya bulan saja bulan kelamaan,,,,[]
2025-05-05 09:25:39,Aku setuju karna di sekolah pihak guru gak kayak dulu,1,aku setuju karna di sekolah pihak guru gak kayak dulu,aku setuju karena di sekolah pihak guru tidak kayak dahulu,aku setuju karena di sekolah pihak guru tidak kayak dahulu,setuju sekolah guru,tuju sekolah guru,guru,['guru']
2025-05-05 08:54:19,semoga bisa dilaksanakan di seluruh Indonesia,1,semoga bisa dilaksanakan di seluruh indonesia,semoga bisa dilaksanakan di seluruh indonesia,semoga bisa dilaksanakan di seluruh indonesia,semoga dilaksanakan,moga laksana,laksana,['laksana']
2025-05-05 08:41:24,Ahmat luffi gubernur jawatengah malu ikut aturan dedi mulyadi,2,ahmat luffi gubernur jawatengah malu ikut aturan dedi mulyadi,ahmat luffi gubernur jawa temgah malu ikut aturan dedi mulyadi,ahmat luffi gubernur jawa temgah malu ikut aturan dedi mulyadi,ahmat luffi temgah malu aturan,ahmat luffi temgah malu atur,ahmat luffi temgah atur,"['ahmat', 'luffi', 'temgah', 'atur']"
2025-05-05 06:53:22,"Kalau emang mengkritik, kasih lah solusi lain yang emang bagus. Jangan kritik kritik gaada solusinya.",2,kalau emang mengkritik kasih lah solusi lain yang emang bagus jangan kritik kritik gaada solusinya,kalau memang mengkritik kasih lah solusi lain yang memang bagus jangan kritik kritik tidak ada uang solusinya,kalau memang mengkritik kasih lah solusi lain yang memang bagus jangan kritik kritik tidak ada uang solusinya,mengkritik kasih solusi bagus kritik kritik uang solusinya,kritik kasih solusi bagus kritik kritik uang solusi,kritik kasih bagus kritik kritik,"['kritik', 'kasih', 'bagus', 'kritik', 'kritik']"
2025-05-05 06:20:45,gak sekolah dong berarti?,2,gak sekolah dong berarti,tidak sekolah dong berarti,tidak sekolah dong berarti,sekolah,sekolah,,[]
2025-05-05 05:14:48,ELIT lain cuma bisa komen Basi.....Berbuat mah GA BECUS.....PREEET....DEUH 🚶💨,1,elit lain cuma bisa komen basiberbuat mah ga becuspreeetdeuh,pejabat lain cuma bisa komen basiberbuat mah tidak becuspreeetdeuh,pejabat lain cuma bisa komen basiberbuat mah tidak becuspreeetdeuh,pejabat komen basiberbuat becuspreeetdeuh,jabat komen basiberbuat becuspreeetdeuh,komen basiberbuat becuspreeetdeuh,"['komen', 'basiberbuat', 'becuspreeetdeuh']"
2025-05-05 05:11:25,Saya setuju.. .. jangan cuma Jawa barat ......se-Indonesia.... Saja,1,saya setuju jangan cuma jawa barat seindonesia saja,saya setuju jangan cuma jawa barat seindonesia saja,saya setuju jangan cuma jawa barat seindonesia saja,setuju seindonesia,tuju indonesia,,[]
2025-05-05 05:09:06,lagian untuk kedisplinan ..bangun pagi sholat olahrga pembelajaaran pembinaan kedisiplinan...yg paling penting mereka tidak ketingalan mata pelajaran,1,lagian untuk kedisplinan bangun pagi sholat olahrga pembelajaaran pembinaan kedisiplinanyg paling penting mereka tidak ketingalan mata pelajaran,lagian untuk kedisplinan bangun pagi sholat olahraga pembelajaaran pembinaan kedisiplinanyg paling penting mereka tidak ketingalan mata pelajaran,lagian untuk kedisplinan bangun pagi sholat olahraga pembelajaaran pembinaan kedisiplinanyg paling penting mereka tidak ketingalan mata pelajaran,kedisplinan bangun pagi sholat olahraga pembelajaaran pembinaan kedisiplinanyg ketingalan mata pelajaran,kedisplinan bangun pagi sholat olahraga pembelajaaran bina kedisiplinanyg ketingalan mata ajar,kedisplinan bangun pagi sholat olahraga pembelajaaran kedisiplinanyg ketingalan mata,"['kedisplinan', 'bangun', 'pagi', 'sholat', 'olahraga', 'pembelajaaran', 'kedisiplinanyg', 'ketingalan', 'mata']"
2025-05-05 04:34:09,"KPAI kemana KPAI. banyak anak2 yang mengkonsumsi obat2, mereka beli di warung2 yang menyamar jd toko kosmetik dan jualan pulsa padahal yg dijual obat2an.. kemana peran kpai sama anak2 yg begitu ?",2,kpai kemana kpai banyak anak yang mengkonsumsi obat mereka beli di warung yang menyamar jd toko kosmetik dan jualan pulsa padahal yg dijual obatan kemana peran kpai sama anak yg begitu,komisi perlindungan anak indonesia kemana komisi perlindungan anak indonesia banyak anak yang mengkonsumsi obat mereka beli di warung yang menyamar jadi toko kosmetik dan jualan pulsa padahal yang dijual obatan kemana peran komisi perlindungan anak indonesia sama anak yang begitu,komisi perlindungan anak indonesia kemana komisi perlindungan anak indonesia banyak anak yang mengkonsumsi obat mereka beli di warung yang menyamar jadi toko kosmetik dan jualan pulsa padahal yang dijual obatan kemana peran komisi perlindungan anak indonesia sama anak yang begitu,komisi perlindungan kemana komisi perlindungan mengkonsumsi obat beli warung menyamar toko kosmetik jualan pulsa dijual obatan kemana peran komisi perlindungan,komisi lindung mana komisi lindung konsumsi obat beli warung samar toko kosmetik jual pulsa jual obat mana peran komisi lindung,konsumsi obat beli warung samar toko kosmetik jual pulsa jual obat peran,"['konsumsi', 'obat', 'beli', 'warung', 'samar', 'toko', 'kosmetik', 'jual', 'pulsa', 'jual', 'obat', 'peran']"
2025-05-05 04:14:04,Akibat hukum di negri tidak tegas!..akhirnya banyak orang tidak takut hukum.,2,akibat hukum di negri tidak tegasakhirnya banyak orang tidak takut hukum,akibat hukum di negeri tidak tegasakhirnya banyak orang tidak takut hukum,akibat hukum di negeri tidak tegasakhirnya banyak orang tidak takut hukum,akibat hukum negeri tegasakhirnya takut hukum,akibat hukum negeri tegasakhirnya takut hukum,akibat hukum negeri tegasakhirnya takut hukum,"['akibat', 'hukum', 'negeri', 'tegasakhirnya', 'takut', 'hukum']"
2025-05-05 03:41:22,"dikaji supaya bisa liburan di hotel ya, makan2, dpet tunjangan rapat ya… orang tua aja yg pendidikanny tidak setinggi elit tau loh didikan militer itu untuk disiplin dlm seluruh aspek kehidupannya",2,dikaji supaya bisa liburan di hotel ya makan dpet tunjangan rapat ya orang tua aja yg pendidikanny tidak setinggi elit tau loh didikan militer itu untuk disiplin dlm seluruh aspek kehidupannya,dikaji supaya bisa liburan di hotel iya makan dpet tunjangan rapat iya orang tua saja yang pendidikanny tidak setinggi pejabat tahu loh didikan militer itu untuk disiplin : dalam seluruh aspek kehidupannya,dikaji supaya bisa liburan di hotel iya makan dpet tunjangan rapat iya orang tua saja yang pendidikanny tidak setinggi pejabat tahu loh didikan militer itu untuk disiplin dalam seluruh aspek kehidupannya,dikaji liburan hotel makan dpet tunjangan rapat pendidikanny pejabat didikan disiplin aspek kehidupannya,kaji libur hotel makan dpet tunjang rapat pendidikanny jabat dik disiplin aspek hidup,kaji libur hotel dpet tunjang rapat pendidikanny dik aspek hidup,"['kaji', 'libur', 'hotel', 'dpet', 'tunjang', 'rapat', 'pendidikanny', 'dik', 'aspek', 'hidup']"
2025-05-05 03:27:41,Masalahnya kenakalan orng indo begal nyabu gimna to wkwk,3,masalahnya kenakalan orng indo begal nyabu gimna to wkwk,masalahnya kenakalan orng indonesia begal nyabu bagaimana to tertawa,masalahnya kenakalan orng indonesia begal nyabu bagaimana to tertawa,kenakalan orng begal nyabu tertawa,nakal orng begal nyabu tertawa,orng begal nyabu tertawa,"['orng', 'begal', 'nyabu', 'tertawa']"
2025-05-05 03:06:34,"Matap bapak panglima mendukung penuh progam dedi mulyadi,,semoga di berlakukan di seluruh daerah di indonesia bukan hanya di jawa barat...maju terus dedi mulyadi",1,matap bapak panglima mendukung penuh progam dedi mulyadisemoga di berlakukan di seluruh daerah di indonesia bukan hanya di jawa baratmaju terus dedi mulyadi,matap bapak panglima mendukung penuh progam dedi mulyadisemoga di berlakukan di seluruh daerah di indonesia bukan hanya di jawa baratmaju terus dedi mulyadi,matap bapak panglima mendukung penuh progam dedi mulyadisemoga di berlakukan di seluruh daerah di indonesia bukan hanya di jawa baratmaju terus dedi mulyadi,matap panglima mendukung penuh progam mulyadisemoga berlakukan daerah baratmaju,matap panglima dukung penuh progam mulyadisemoga laku daerah baratmaju,matap panglima progam mulyadisemoga laku baratmaju,"['matap', 'panglima', 'progam', 'mulyadisemoga', 'laku', 'baratmaju']"
2025-05-05 02:13:07,"Jadi anak2 nakal di kasih kmna pak,,? ( Ngelem ,pukul orng tua ,tawuran , dll)",2,jadi anak nakal di kasih kmna pak ngelem pukul orng tua tawuran dll,jadi anak nakal di kasih kemana pak ngelem pukul orng tua berantem dan lain-lain,jadi anak nakal di kasih kemana pak ngelem pukul orng tua berantem dan lainlain,kasih kemana ngelem orng berantem lainlain,kasih mana ngelem orng antem lainlain,kasih ngelem orng lainlain,"['kasih', 'ngelem', 'orng', 'lainlain']"
2025-05-05 01:37:21,"bentuk seperti SMA TARUNA NUSANTARA, mereka ada semi militernya, ada belajarnya juga, dan itu keren loo, dulu saat aku SMP dan SMPA jaman bahula ada P4 sampe apalh apa itu pancasila dan butir2nya, ada baris berbaris tiap pagi sebelum P4, dan itu keren menurutku so why not, do it ... yang KOREA, Thailand, Singapura ada WAJIB MILITER mereka aja setelah selesai WAMIL keren looo",1,bentuk seperti sma taruna nusantara mereka ada semi militernya ada belajarnya juga dan itu keren loo dulu saat aku smp dan smpa jaman bahula ada p sampe apalh apa itu pancasila dan butirnya ada baris berbaris tiap pagi sebelum p dan itu keren menurutku so why not do it yang korea thailand singapura ada wajib militer mereka aja setelah selesai wamil keren looo,bentuk seperti sama taruna nusantara mereka ada semi militernya ada belajarnya juga dan itu keren kamu dahulu saat aku smp dan smpa jaman bahula ada per sampai apalh apa itu pancasila dan butirnya ada baris berbaris tiap pagi sebelum per dan itu keren menurutku jadi why not do it yang korea thailand singapura ada wajib militer mereka saja setelah selesai wajib militer keren looo,bentuk seperti sama taruna nusantara mereka ada semi militernya ada belajarnya juga dan itu keren kamu dahulu saat aku smp dan smpa jaman bahula ada per sampai apalh apa itu pancasila dan butirnya ada baris berbaris tiap pagi sebelum per dan itu keren menurutku jadi why not do it yang korea thailand singapura ada wajib militer mereka saja setelah selesai wajib militer keren looo,bentuk taruna nusantara semi militernya belajarnya keren smp smpa jaman bahula apalh pancasila butirnya baris berbaris pagi keren menurutku why not do it korea thailand singapura wajib selesai wajib keren,bentuk taruna nusantara semi militer ajar keren smp smpa jaman bahula apalh pancasila butir baris bar pagi keren turut why not do it korea thailand singapura wajib selesai wajib keren,bentuk taruna nusantara semi keren smpa bahula apalh pancasila butir baris bar pagi keren why not do it korea thailand singapura selesai keren,"['bentuk', 'taruna', 'nusantara', 'semi', 'keren', 'smpa', 'bahula', 'apalh', 'pancasila', 'butir', 'baris', 'bar', 'pagi', 'keren', 'why', 'not', 'do', 'it', 'korea', 'thailand', 'singapura', 'selesai', 'keren']"
2025-05-05 01:20:58,smoga Allah SWT mudahkan segala niat baik dedi mulyadi,1,smoga allah swt mudahkan segala niat baik dedi mulyadi,smoga allah swt mudahkan segala niat baik dedi mulyadi,smoga allah swt mudahkan segala niat baik dedi mulyadi,smoga swt mudahkan niat,smoga swt mudah niat,smoga mudah niat,"['smoga', 'mudah', 'niat']"
2025-05-05 01:07:18,"anak nakal jangan di barak militer,di ponpes aja biar menjadi pribadi yang baik...saya tidak setuju anak nakal dibarak miliet",3,anak nakal jangan di barak militerdi ponpes aja biar menjadi pribadi yang baiksaya tidak setuju anak nakal dibarak miliet,anak nakal jangan di barak militerdi pondok pesantren saja biar menjadi pribadi yang baiksaya tidak setuju anak nakal dibarak miliet,anak nakal jangan di barak militerdi pondok pesantren saja biar menjadi pribadi yang baiksaya tidak setuju anak nakal dibarak miliet,militerdi pondok pesantren pribadi baiksaya setuju dibarak miliet,militerdi pondok pesantren pribadi baiksaya tuju barak miliet,militerdi pondok pesantren pribadi baiksaya miliet,"['militerdi', 'pondok', 'pesantren', 'pribadi', 'baiksaya', 'miliet']"
2025-05-04 23:33:45,"Keren banget, ini baru Pemimpin yang selalu memberikan solusi buat kebaikan masyarakat nya❤",1,keren banget ini baru pemimpin yang selalu memberikan solusi buat kebaikan masyarakat nya,keren banget ini baru pemimpin yang selalu memberikan solusi buat kebaikan masyarakat nya,keren banget ini baru pemimpin yang selalu memberikan solusi buat kebaikan masyarakat nya,keren pemimpin solusi kebaikan masyarakat,keren pimpin solusi baik masyarakat,keren,['keren']
2025-05-04 23:28:22,Indo terlalu banyak pengamat,2,indo terlalu banyak pengamat,indonesia terlalu banyak pengamat,indonesia terlalu banyak pengamat,pengamat,amat,,[]
2025-05-04 23:25:42,Konsep ini sudah tinggal terima beres karena sudah di kaji dedi mulyadi sejak lama jadi anda tinnggal terima beres,1,konsep ini sudah tinggal terima beres karena sudah di kaji dedi mulyadi sejak lama jadi anda tinnggal terima beres,konsep ini sudah tinggal terima beres karena sudah di kaji dedi mulyadi sejak lama jadi anda tinggal terima beres,konsep ini sudah tinggal terima beres karena sudah di kaji dedi mulyadi sejak lama jadi anda tinggal terima beres,konsep tinggal terima beres kaji tinggal terima beres,konsep tinggal terima beres kaji tinggal terima beres,konsep terima beres kaji terima beres,"['konsep', 'terima', 'beres', 'kaji', 'terima', 'beres']"
2025-05-04 23:23:34,Indonesia kebanyakan pengamat kebanyakan debat kusir tapi aksi nya enol,2,indonesia kebanyakan pengamat kebanyakan debat kusir tapi aksi nya enol,indonesia kebanyakan pengamat kebanyakan debat terus tapi aksi nya tidak ada,indonesia kebanyakan pengamat kebanyakan debat terus tapi aksi nya tidak ada,kebanyakan pengamat kebanyakan debat aksi,banyak amat banyak debat aksi,debat aksi,"['debat', 'aksi']"
2025-05-04 22:20:56,Ini bs menjadi cikal bakal wajiib militer dimasa depan akan lebih mudah jos👍,1,ini bs menjadi cikal bakal wajiib militer dimasa depan akan lebih mudah jos,ini bisa menjadi cikal bakal wajib militer dimasa depan akan lebih mudah jos,ini bisa menjadi cikal bakal wajib militer dimasa depan akan lebih mudah jos,cikal wajib dimasa mudah,cikal wajib masa mudah,cikal mudah,"['cikal', 'mudah']"
2025-05-04 18:12:45,Semoga di terapkan di seluruh Indonesia,1,semoga di terapkan di seluruh indonesia,semoga di terapkan di seluruh indonesia,semoga di terapkan di seluruh indonesia,semoga terapkan,moga terap,terap,['terap']
